[legacy_mvp]
analyze_k_stats.py | tracked=true | legacy MVP/raw-scan path not part of current mainline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- analyze_k_stats.py
external_baselines/results/s5d11_nonselected_edge_audit/selected_edge_ids.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5d11_nonselected_edge_audit/selected_edge_ids.json
external_baselines/results/s5d12_dense_fill_path_audit/dense_fill_scale_diagnostics.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5d12_dense_fill_path_audit/dense_fill_scale_diagnostics.json
external_baselines/results/s5d12_dense_fill_path_audit/dense_fill_source_map.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5d12_dense_fill_path_audit/dense_fill_source_map.json
external_baselines/results/s5d12_dense_fill_path_audit/nonselected_run_72_360_trace.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5d12_dense_fill_path_audit/nonselected_run_72_360_trace.json
external_baselines/results/s5d12_dense_fill_path_audit/post_materialization_edge_metrics.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5d12_dense_fill_path_audit/post_materialization_edge_metrics.json
external_baselines/results/s5d12_dense_fill_path_audit/pre_materialization_edge_metrics.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5d12_dense_fill_path_audit/pre_materialization_edge_metrics.json
external_baselines/results/s5e10_traceable_dense/edge_component_metrics.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e10_traceable_dense/edge_component_metrics.json
external_baselines/results/s5e10_traceable_dense/eval_alignment_none.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e10_traceable_dense/eval_alignment_none.json
external_baselines/results/s5e10_traceable_dense/eval_alignment_raw_none.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e10_traceable_dense/eval_alignment_raw_none.json
external_baselines/results/s5e10_traceable_dense/eval_alignment_raw_se3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e10_traceable_dense/eval_alignment_raw_se3.json
external_baselines/results/s5e10_traceable_dense/eval_alignment_raw_sim3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e10_traceable_dense/eval_alignment_raw_sim3.json
external_baselines/results/s5e10_traceable_dense/eval_alignment_se3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e10_traceable_dense/eval_alignment_se3.json
external_baselines/results/s5e10_traceable_dense/eval_alignment_sim3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e10_traceable_dense/eval_alignment_sim3.json
external_baselines/results/s5e10_traceable_dense/pair_order_observability_audit.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e10_traceable_dense/pair_order_observability_audit.json
external_baselines/results/s5e10_traceable_dense/s5e9_s5e8_s5e7_s5e6_s5e5_s5e4_s5e3_s5e2_orbslam3_comparison.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e10_traceable_dense/s5e9_s5e8_s5e7_s5e6_s5e5_s5e4_s5e3_s5e2_orbslam3_comparison.json
external_baselines/results/s5e11_traceable_dense/edge_component_metrics.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e11_traceable_dense/edge_component_metrics.json
external_baselines/results/s5e11_traceable_dense/eval_alignment_correspondence_direction_none.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e11_traceable_dense/eval_alignment_correspondence_direction_none.json
external_baselines/results/s5e11_traceable_dense/eval_alignment_correspondence_direction_se3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e11_traceable_dense/eval_alignment_correspondence_direction_se3.json
external_baselines/results/s5e11_traceable_dense/eval_alignment_correspondence_direction_sim3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e11_traceable_dense/eval_alignment_correspondence_direction_sim3.json
external_baselines/results/s5e11_traceable_dense/eval_alignment_none.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e11_traceable_dense/eval_alignment_none.json
external_baselines/results/s5e11_traceable_dense/eval_alignment_observability_mask_only_none.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e11_traceable_dense/eval_alignment_observability_mask_only_none.json
external_baselines/results/s5e11_traceable_dense/eval_alignment_observability_mask_only_se3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e11_traceable_dense/eval_alignment_observability_mask_only_se3.json
external_baselines/results/s5e11_traceable_dense/eval_alignment_observability_mask_only_sim3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e11_traceable_dense/eval_alignment_observability_mask_only_sim3.json
external_baselines/results/s5e11_traceable_dense/eval_alignment_raw_none.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e11_traceable_dense/eval_alignment_raw_none.json
external_baselines/results/s5e11_traceable_dense/eval_alignment_raw_se3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e11_traceable_dense/eval_alignment_raw_se3.json
external_baselines/results/s5e11_traceable_dense/eval_alignment_raw_sim3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e11_traceable_dense/eval_alignment_raw_sim3.json
external_baselines/results/s5e11_traceable_dense/eval_alignment_se3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e11_traceable_dense/eval_alignment_se3.json
external_baselines/results/s5e11_traceable_dense/eval_alignment_sim3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e11_traceable_dense/eval_alignment_sim3.json
external_baselines/results/s5e11_traceable_dense/geometric_observability_audit.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e11_traceable_dense/geometric_observability_audit.json
external_baselines/results/s5e11_traceable_dense/pair_order_observability_audit.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e11_traceable_dense/pair_order_observability_audit.json
external_baselines/results/s5e11_traceable_dense/s5e10_s5e9_s5e8_s5e7_s5e6_s5e5_s5e4_s5e3_s5e2_orbslam3_comparison.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e11_traceable_dense/s5e10_s5e9_s5e8_s5e7_s5e6_s5e5_s5e4_s5e3_s5e2_orbslam3_comparison.json
external_baselines/results/s5e12_feature_gate/correspondence_features.csv | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e12_feature_gate/correspondence_features.csv
external_baselines/results/s5e12_feature_gate/correspondence_features.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e12_feature_gate/correspondence_features.json
external_baselines/results/s5e12_feature_gate/correspondence_quality_audit.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e12_feature_gate/correspondence_quality_audit.json
external_baselines/results/s5e12_feature_gate/dependency_check.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e12_feature_gate/dependency_check.json
external_baselines/results/s5e12_feature_gate/essential_geometry_audit.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e12_feature_gate/essential_geometry_audit.json
external_baselines/results/s5e12_feature_gate/feature_gate_artifacts.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e12_feature_gate/feature_gate_artifacts.json
external_baselines/results/s5e12_feature_gate/observability_gate.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e12_feature_gate/observability_gate.json
external_baselines/results/s5e12_feature_gate/s5e11_s5e10_s5e9_s5e8_s5e7_s5e6_s5e5_s5e4_s5e3_s5e2_orbslam3_comparison.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e12_feature_gate/s5e11_s5e10_s5e9_s5e8_s5e7_s5e6_s5e5_s5e4_s5e3_s5e2_orbslam3_comparison.json
external_baselines/results/s5e13_traceable_dense/edge_component_metrics.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e13_traceable_dense/edge_component_metrics.json
external_baselines/results/s5e13_traceable_dense/eval_alignment_none.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e13_traceable_dense/eval_alignment_none.json
external_baselines/results/s5e13_traceable_dense/eval_alignment_se3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e13_traceable_dense/eval_alignment_se3.json
external_baselines/results/s5e13_traceable_dense/eval_alignment_sim3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e13_traceable_dense/eval_alignment_sim3.json
external_baselines/results/s5e13_traceable_dense/s5e12_s5e9_s5e6_to_s5e2_orbslam3_comparison.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e13_traceable_dense/s5e12_s5e9_s5e6_to_s5e2_orbslam3_comparison.json
external_baselines/results/s5e14_traceable_dense/direction_error_audit.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e14_traceable_dense/direction_error_audit.json
external_baselines/results/s5e14_traceable_dense/edge_component_metrics.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e14_traceable_dense/edge_component_metrics.json
external_baselines/results/s5e14_traceable_dense/eval_alignment_none.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e14_traceable_dense/eval_alignment_none.json
external_baselines/results/s5e14_traceable_dense/eval_alignment_se3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e14_traceable_dense/eval_alignment_se3.json
external_baselines/results/s5e14_traceable_dense/eval_alignment_sim3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e14_traceable_dense/eval_alignment_sim3.json
external_baselines/results/s5e14_traceable_dense/s5e13_s5e12_s5e9_orbslam3_comparison.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e14_traceable_dense/s5e13_s5e12_s5e9_orbslam3_comparison.json
external_baselines/results/s5e15_traceable_dense/edge_component_metrics.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e15_traceable_dense/edge_component_metrics.json
external_baselines/results/s5e15_traceable_dense/eval_alignment_none.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e15_traceable_dense/eval_alignment_none.json
external_baselines/results/s5e15_traceable_dense/eval_alignment_se3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e15_traceable_dense/eval_alignment_se3.json
external_baselines/results/s5e15_traceable_dense/eval_alignment_sim3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e15_traceable_dense/eval_alignment_sim3.json
external_baselines/results/s5e15_traceable_dense/s5e14_s5e13_s5e9_orbslam3_comparison.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e15_traceable_dense/s5e14_s5e13_s5e9_orbslam3_comparison.json
external_baselines/results/s5e15_traceable_dense/under_scale_antiparallel_audit.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e15_traceable_dense/under_scale_antiparallel_audit.json
external_baselines/results/s5e16_traceable_dense/edge_component_metrics.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e16_traceable_dense/edge_component_metrics.json
external_baselines/results/s5e16_traceable_dense/eval_alignment_none.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e16_traceable_dense/eval_alignment_none.json
external_baselines/results/s5e16_traceable_dense/eval_alignment_se3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e16_traceable_dense/eval_alignment_se3.json
external_baselines/results/s5e16_traceable_dense/eval_alignment_sim3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e16_traceable_dense/eval_alignment_sim3.json
external_baselines/results/s5e16_traceable_dense/router_input_audit.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e16_traceable_dense/router_input_audit.json
external_baselines/results/s5e16_traceable_dense/s5e15_s5e14_s5e13_s5e9_orbslam3_comparison.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e16_traceable_dense/s5e15_s5e14_s5e13_s5e9_orbslam3_comparison.json
external_baselines/results/s5e17_traceable_dense/edge_component_metrics.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e17_traceable_dense/edge_component_metrics.json
external_baselines/results/s5e17_traceable_dense/eval_alignment_none.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e17_traceable_dense/eval_alignment_none.json
external_baselines/results/s5e17_traceable_dense/eval_alignment_se3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e17_traceable_dense/eval_alignment_se3.json
external_baselines/results/s5e17_traceable_dense/eval_alignment_sim3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e17_traceable_dense/eval_alignment_sim3.json
external_baselines/results/s5e17_traceable_dense/router_activation_audit.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e17_traceable_dense/router_activation_audit.json
external_baselines/results/s5e17_traceable_dense/s5e16_s5e15_orbslam3_comparison.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e17_traceable_dense/s5e16_s5e15_orbslam3_comparison.json
external_baselines/results/s5e18_bearing_flow/bearing_flow_direction_audit.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e18_bearing_flow/bearing_flow_direction_audit.json
external_baselines/results/s5e18_bearing_flow/edge_component_metrics.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e18_bearing_flow/edge_component_metrics.json
external_baselines/results/s5e18_bearing_flow/eval_alignment_none.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e18_bearing_flow/eval_alignment_none.json
external_baselines/results/s5e18_bearing_flow/eval_alignment_se3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e18_bearing_flow/eval_alignment_se3.json
external_baselines/results/s5e18_bearing_flow/eval_alignment_sim3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e18_bearing_flow/eval_alignment_sim3.json
external_baselines/results/s5e18_bearing_flow/s5e17_s5e15_orbslam3_comparison.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e18_bearing_flow/s5e17_s5e15_orbslam3_comparison.json
external_baselines/results/s5e19_traceable_dense/architecture_integration_audit.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e19_traceable_dense/architecture_integration_audit.json
external_baselines/results/s5e19_traceable_dense/edge_component_metrics.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e19_traceable_dense/edge_component_metrics.json
external_baselines/results/s5e19_traceable_dense/eval_alignment_none.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e19_traceable_dense/eval_alignment_none.json
external_baselines/results/s5e19_traceable_dense/eval_alignment_se3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e19_traceable_dense/eval_alignment_se3.json
external_baselines/results/s5e19_traceable_dense/eval_alignment_sim3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e19_traceable_dense/eval_alignment_sim3.json
external_baselines/results/s5e19_traceable_dense/multiframe_geometry_metrics.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e19_traceable_dense/multiframe_geometry_metrics.json
external_baselines/results/s5e19_traceable_dense/s5e15_s5e18_orbslam3_comparison.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e19_traceable_dense/s5e15_s5e18_orbslam3_comparison.json
external_baselines/results/s5e19c_traceable_dense/edge_component_metrics.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e19c_traceable_dense/edge_component_metrics.json
external_baselines/results/s5e19c_traceable_dense/eval_alignment_none.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e19c_traceable_dense/eval_alignment_none.json
external_baselines/results/s5e19c_traceable_dense/eval_alignment_se3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e19c_traceable_dense/eval_alignment_se3.json
external_baselines/results/s5e19c_traceable_dense/eval_alignment_sim3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e19c_traceable_dense/eval_alignment_sim3.json
external_baselines/results/s5e19c_traceable_dense/noop_guard_audit.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e19c_traceable_dense/noop_guard_audit.json
external_baselines/results/s5e19c_traceable_dense/s5e19_s5e15_orbslam3_comparison.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e19c_traceable_dense/s5e19_s5e15_orbslam3_comparison.json
external_baselines/results/s5e1_traceable_dense/edge_component_metrics.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e1_traceable_dense/edge_component_metrics.json
external_baselines/results/s5e1_traceable_dense/orbslam3_comparison.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e1_traceable_dense/orbslam3_comparison.json
external_baselines/results/s5e20_traceable_dense/edge_component_metrics.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e20_traceable_dense/edge_component_metrics.json
external_baselines/results/s5e20_traceable_dense/eval_alignment_none.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e20_traceable_dense/eval_alignment_none.json
external_baselines/results/s5e20_traceable_dense/eval_alignment_se3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e20_traceable_dense/eval_alignment_se3.json
external_baselines/results/s5e20_traceable_dense/eval_alignment_sim3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e20_traceable_dense/eval_alignment_sim3.json
external_baselines/results/s5e20_traceable_dense/kstep_composition_audit.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e20_traceable_dense/kstep_composition_audit.json
external_baselines/results/s5e20_traceable_dense/s5e19c_s5e15_orbslam3_comparison.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e20_traceable_dense/s5e19c_s5e15_orbslam3_comparison.json
external_baselines/results/s5e21_traceable_dense/edge_component_metrics.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e21_traceable_dense/edge_component_metrics.json
external_baselines/results/s5e21_traceable_dense/eval_alignment_none.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e21_traceable_dense/eval_alignment_none.json
external_baselines/results/s5e21_traceable_dense/eval_alignment_se3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e21_traceable_dense/eval_alignment_se3.json
external_baselines/results/s5e21_traceable_dense/eval_alignment_sim3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e21_traceable_dense/eval_alignment_sim3.json
external_baselines/results/s5e21_traceable_dense/no_harm_gate_audit.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e21_traceable_dense/no_harm_gate_audit.json
external_baselines/results/s5e21_traceable_dense/s5e20_s5e15_orbslam3_comparison.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e21_traceable_dense/s5e20_s5e15_orbslam3_comparison.json
external_baselines/results/s5e2_traceable_dense/edge_component_metrics.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e2_traceable_dense/edge_component_metrics.json
external_baselines/results/s5e2_traceable_dense/eval_alignment_none.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e2_traceable_dense/eval_alignment_none.json
external_baselines/results/s5e2_traceable_dense/eval_alignment_se3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e2_traceable_dense/eval_alignment_se3.json
